cash_id,trade_id,account,currency,amount,expected_amount,value_date,transaction_type,status,split
147,TRD100143,ACC-EQ-ALPHA-03,INR,1299525.0,1299525.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
148,TRD100144,ACC-EQ-CORE-01,INR,121990.0,121990.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
149,TRD100145,ACC-EQ-CORE-01,INR,1423447.5,1423447.5,2026-08-03,SETTLEMENT,MATCHED,TEST
150,TRD100146,ACC-EQ-INDEX-04,INR,845010.0,845010.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
151,TRD100147,ACC-EQ-CORE-02,INR,470585.0,470585.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
152,TRD100148,ACC-EQ-INDEX-04,INR,42997.5,42997.5,2026-08-22,SETTLEMENT,MATCHED,TEST
153,TRD100149,ACC-EQ-CORE-02,INR,196350.0,196350.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
154,TRD100150,ACC-EQ-INDEX-04,INR,471190.0,471190.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
155,TRD100151,ACC-EQ-CORE-01,INR,350617.5,350617.5,2026-08-14,SETTLEMENT,MATCHED,TEST
156,TRD100152,ACC-EQ-INDEX-04,INR,1691660.0,1691660.0,2026-08-11,SETTLEMENT,MATCHED,TEST
157,TRD100153,ACC-EQ-CORE-02,INR,286220.0,286220.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
158,TRD100154,ACC-EQ-CORE-01,INR,838615.0,838615.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
159,TRD100155,ACC-EQ-CORE-02,INR,2470020.0,2470020.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
160,TRD100156,ACC-EQ-CORE-02,INR,129112.5,129112.5,2026-08-15,SETTLEMENT,MATCHED,TRAIN
161,TRD100157,ACC-EQ-ALPHA-03,INR,2746450.0,2746450.0,2026-08-10,SETTLEMENT,MATCHED,TEST
162,TRD100158,ACC-EQ-INDEX-04,INR,2064277.5,2064277.5,2026-08-12,SETTLEMENT,MATCHED,TEST
163,TRD100159,ACC-EQ-ALPHA-03,INR,948555.0,948555.0,2026-08-14,SETTLEMENT,MATCHED,TRAIN
164,TRD100160,ACC-EQ-INDEX-04,INR,4098375.0,4098375.0,2026-08-19,SETTLEMENT,MATCHED,TRAIN
165,TRD100161,ACC-EQ-CORE-01,INR,1468012.5,1468012.5,2026-08-22,SETTLEMENT,MATCHED,TEST
166,TRD100162,ACC-EQ-CORE-02,INR,46946.0,46946.0,2026-08-19,SETTLEMENT,MATCHED,TEST
167,TRD100163,ACC-EQ-INDEX-04,INR,3927420.0,3927420.0,2026-08-11,SETTLEMENT,MATCHED,TEST
168,TRD100164,ACC-EQ-CORE-01,INR,189874.0,189874.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
169,TRD100165,ACC-EQ-INDEX-04,INR,418332.5,418332.5,2026-08-13,SETTLEMENT,MATCHED,TRAIN
170,TRD100166,ACC-EQ-INDEX-04,INR,259080.0,259080.0,2026-08-17,SETTLEMENT,MATCHED,TRAIN
171,TRD100167,ACC-EQ-ALPHA-03,INR,2842440.0,2842440.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
172,TRD100168,ACC-EQ-CORE-01,INR,1956570.0,1956570.0,2026-08-22,SETTLEMENT,MATCHED,TRAIN
173,TRD100169,ACC-EQ-CORE-02,INR,623305.0,623305.0,2026-08-16,SETTLEMENT,MATCHED,TEST
174,TRD100170,ACC-EQ-CORE-02,INR,2843190.0,2843190.0,2026-08-06,SETTLEMENT,MATCHED,TRAIN
175,TRD100171,ACC-EQ-CORE-02,INR,6495605.0,6495605.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
176,TRD100172,ACC-EQ-CORE-02,INR,311712.5,311712.5,2026-08-19,SETTLEMENT,MATCHED,TEST
177,TRD100173,ACC-EQ-ALPHA-03,INR,194850.0,194850.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
178,TRD100174,ACC-EQ-CORE-01,INR,1411380.0,1411380.0,2026-08-15,SETTLEMENT,MATCHED,TRAIN
179,TRD100175,ACC-EQ-CORE-01,INR,940400.0,940400.0,2026-08-18,SETTLEMENT,MATCHED,TRAIN
180,TRD100176,ACC-EQ-ALPHA-03,EUR,1912959.45,1848270.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
181,TRD100177,ACC-EQ-INDEX-04,INR,194711.0,194711.0,2026-08-17,SETTLEMENT,MATCHED,TEST
182,TRD100178,ACC-EQ-CORE-02,INR,933800.0,933800.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
183,TRD100179,ACC-EQ-ALPHA-03,INR,1419487.5,1419487.5,2026-08-20,SETTLEMENT,MATCHED,TRAIN
184,TRD100180,ACC-EQ-CORE-01,INR,884775.0,884775.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
185,TRD100181,ACC-EQ-ALPHA-03,INR,6485460.0,6485460.0,2026-08-09,SETTLEMENT,MATCHED,TEST
186,TRD100182,ACC-EQ-ALPHA-03,INR,2541420.0,2541420.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
187,TRD100183,ACC-EQ-CORE-01,INR,211795.0,211795.0,2026-08-17,SETTLEMENT,MATCHED,TEST
188,TRD100184,ACC-EQ-CORE-01,INR,6156195.0,6156195.0,2026-08-13,SETTLEMENT,MATCHED,TRAIN
189,TRD100185,ACC-EQ-CORE-01,EUR,363436.56,390792.0,2026-08-15,SETTLEMENT,MATCHED,TEST
190,TRD100186,ACC-EQ-CORE-02,INR,883875.0,883875.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
191,TRD100187,ACC-EQ-ALPHA-03,INR,3900620.0,3900620.0,2026-08-05,SETTLEMENT,MATCHED,TEST
192,TRD100188,ACC-EQ-CORE-01,GBP,2163758.62,2060722.5,2026-08-15,SETTLEMENT,MATCHED,TRAIN
193,TRD100189,ACC-EQ-ALPHA-03,INR,711010.0,711010.0,2026-08-11,SETTLEMENT,MATCHED,TRAIN
194,TRD100190,ACC-EQ-CORE-02,INR,472887.5,472887.5,2026-08-14,SETTLEMENT,MATCHED,TEST
195,TRD100191,ACC-EQ-CORE-02,INR,2057825.0,2057825.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
196,TRD100192,ACC-EQ-CORE-01,INR,1244230.0,1244230.0,2026-08-20,SETTLEMENT,MATCHED,TEST
197,TRD100193,ACC-EQ-CORE-01,INR,473777.5,473777.5,2026-08-03,SETTLEMENT,MATCHED,TEST
198,TRD100194,ACC-EQ-ALPHA-03,INR,703245.0,703245.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
199,TRD100195,ACC-EQ-INDEX-04,INR,548270.0,548270.0,2026-08-05,SETTLEMENT,MATCHED,TRAIN
200,TRD100196,ACC-EQ-CORE-01,INR,1423755.0,1423755.0,2026-08-21,SETTLEMENT,MATCHED,TRAIN
201,TRD100197,ACC-EQ-ALPHA-03,INR,622060.0,622060.0,2026-08-10,SETTLEMENT,MATCHED,TRAIN
202,TRD100198,ACC-EQ-INDEX-04,INR,5715080.0,5715080.0,2026-08-07,SETTLEMENT,MATCHED,TRAIN
203,TRD100199,ACC-EQ-CORE-01,INR,3664400.0,3664400.0,2026-08-03,SETTLEMENT,MATCHED,TRAIN
204,TRD100200,ACC-EQ-INDEX-04,INR,34614.0,34614.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
205,TRD100201,ACC-EQ-INDEX-04,INR,247924.0,247924.0,2026-08-12,SETTLEMENT,MATCHED,TEST
206,TRD100202,ACC-EQ-INDEX-04,INR,6202425.0,6202425.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
207,TRD100203,ACC-EQ-CORE-02,INR,1270920.0,1270920.0,2026-08-09,SETTLEMENT,MATCHED,TRAIN
208,TRD100204,ACC-EQ-ALPHA-03,INR,736256.0,736256.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
209,TRD100205,ACC-EQ-CORE-02,INR,333856.0,333856.0,2026-08-08,SETTLEMENT,MATCHED,TRAIN
210,TRD100206,ACC-EQ-INDEX-04,INR,3779240.0,3779240.0,2026-08-20,SETTLEMENT,MATCHED,TRAIN
211,TRD100207,ACC-EQ-INDEX-04,INR,12934690.0,12934690.0,2026-08-04,SETTLEMENT,MATCHED,TRAIN
212,TRD100208,ACC-EQ-CORE-01,INR,2061082.5,2061082.5,2026-08-13,SETTLEMENT,MATCHED,TRAIN
213,TRD100209,ACC-EQ-CORE-01,INR,933460.0,933460.0,2026-08-13,SETTLEMENT,MATCHED,TEST
214,TRD100210,ACC-EQ-CORE-01,INR,1769715.0,1769715.0,2026-08-19,SETTLEMENT,MATCHED,TEST
215,TRD100211,ACC-EQ-CORE-02,INR,86070.0,86070.0,2026-08-17,SETTLEMENT,MATCHED,TEST
216,TRD100212,ACC-EQ-CORE-01,INR,94072.0,94072.0,2026-08-12,SETTLEMENT,MATCHED,TRAIN
217,TRD100213,ACC-EQ-CORE-02,INR,1428210.0,1428210.0,2026-08-16,SETTLEMENT,MATCHED,TRAIN
218,TRD100214,ACC-EQ-CORE-01,INR,633487.5,633487.5,2026-08-12,SETTLEMENT,MATCHED,TEST
